Órgão superior,Órgão subordinado,Unidade administrativa,contract_no,Número do ICJ,Número do processo,Enquadramento do Processo,supplier,CNPJ/CPF,object,legal_basis,start,end,contract_value_raw,Saldo bruto do contrato,Saldo inativo,status,Número dos aditivos,service_line,currency,value
MINISTÉRIO DE MINAS E ENERGIA,PETROBRAS,910816 - Petróleo Brasileiro S.A.,4514483240,,7003154647.0,LICITAÇÃO,HALLIBURTON ENERGY SERVICES INC.,EXTERNO,PEDIDO DE REAPROVEITAMENTO PARA FINS DE PAGAMENTOAutorizado por  Jose Fadel Gracioso (U3B7)CENTRO DE CUSTO DESEMBARACO  E544SOAE14Este Pedido de Compras tem como objetivo a criacao de item complementa,"Licitação, Lei 13.303, Art. 28, CAPUT",2025-07-23,2025-12-15,"US$ 71.291,03","US$ 0,00","US$ 71.291,03",Concluído,,Other,USD,71291.03
MINISTÉRIO DE MINAS E ENERGIA,PETROBRAS,910816 - Petróleo Brasileiro S.A.,4514483559,,7003154647.0,LICITAÇÃO,HALLIBURTON ENERGY SERVICES INC.,EXTERNO,PEDIDO DE REAPROVEITAMENTO PARA FINS DE PAGAMENTOAutorizado por  Jose Fadel Gracioso (U3B7)CENTRO DE CUSTO DESEMBARACO  E544SOAE14Este Pedido de Compras tem como objetivo a criacao de itenscomplementa,"Licitação, Lei 13.303, Art. 28, CAPUT",2025-07-23,2025-12-15,"US$ 35.645,52","US$ 0,00","US$ 35.645,52",Concluído,,Other,USD,35645.52
MINISTÉRIO DE MINAS E ENERGIA,PETROBRAS,910816 - Petróleo Brasileiro S.A.,4514486256,,7003154647.0,LICITAÇÃO,HALLIBURTON ENERGY SERVICES INC.,EXTERNO,Permanecem inalteradas as demais condicoes contratuais DREJ   JESSICA FARIASSUPRIMENTOS/GCB/GCBI/CBI III,"Licitação, Lei 13.303, Art. 28, CAPUT",2025-07-24,2025-12-15,"US$ 35.645,52","US$ 0,00","US$ 35.645,52",Concluído,,Other,USD,35645.52
MINISTÉRIO DE MINAS E ENERGIA,PETROBRAS,910816 - Petróleo Brasileiro S.A.,4514488735,,7003024762.0,LICITAÇÃO,HALLIBURTON FAR EAST PTE LTD.,EXTERNO,PEDIDO DE REAPROVEITAMENTO PARA FINS DE PAGAMENTOAutorizado por  Jose Fadel Gracioso (U3B7)CENTRO DE CUSTO DESEMBARACO  E544SOAE14Este Pedido de Compras tem como objetivo a criacao de itenscomplementa,"Licitação, Lei 13.303, Art. 28, CAPUT",2025-07-25,2025-12-15,"US$ 151.085,42","US$ 0,00","US$ 0,00",Concluído,,Other,USD,151085.42
MINISTÉRIO DE MINAS E ENERGIA,PETROBRAS,910816 - Petróleo Brasileiro S.A.,4514488785,,7003024762.0,LICITAÇÃO,HALLIBURTON FAR EAST PTE LTD.,EXTERNO,PEDIDO DE REAPROVEITAMENTO PARA FINS DE PAGAMENTOAutorizado por  Jose Fadel Gracioso (U3B7)CENTRO DE CUSTO DESEMBARACO  E544SOAE14Este Pedido de Compras tem como objetivo a criacao de itenscomplementa,"Licitação, Lei 13.303, Art. 28, CAPUT",2025-07-25,2025-12-15,"US$ 151.085,42","US$ 0,00","US$ 0,00",Concluído,,Other,USD,151085.42
MINISTÉRIO DE MINAS E ENERGIA,PETROBRAS,910816 - Petróleo Brasileiro S.A.,4514488872,,7003024762.0,LICITAÇÃO,HALLIBURTON FAR EAST PTE LTD.,EXTERNO,PEDIDO DE REAPROVEITAMENTO PARA FINS DE PAGAMENTOAutorizado por  Jose Fadel Gracioso (U3B7)CENTRO DE CUSTO DESEMBARACO  E544SOAE14Este Pedido de Compras tem como objetivo a criacao de itenscomplementa,"Licitação, Lei 13.303, Art. 28, CAPUT",2025-07-25,2025-12-15,"US$ 151.085,42","US$ 0,00","US$ 0,00",Concluído,,Other,USD,151085.42
MINISTÉRIO DE MINAS E ENERGIA,PETROBRAS,910816 - Petróleo Brasileiro S.A.,4600001090,BDC .6002134034,,INEXIGIBIL,HALLIBURTON SERVICOS LTDA - DIVISAO,29504214002988,INFORMÁTICA - LICENÇAS USO DE SOFTWARE,"Inexigibilidade, Dec 2745, 2.3, CAPUT - Inviabilidade fática ou jurídica de competição.",2003-12-23,2053-12-22,"R$ 1.610.902,90","R$ 1.610.902,90","R$ 0,00",Concluído,,Other,BRL,1610902.9
MINISTÉRIO DE MINAS E ENERGIA,PETROBRAS,910816 - Petróleo Brasileiro S.A.,4600421771,2050.0082628.13.2,,CONVITE,HALLIBURTON SERVICOS LTDA,29504214000187,SERVIÇOS DE INSTALAÇÃO DE SISTEMAS DE COMPLETAÇÃO PARA INSTALAÇÃO DE ANM A CABO (SCIAC),"Convite, Dec 2745, 3.1, C - Mínimo de 3 fornecedores, do ramo pertinente ao objeto, cadastrados ou não.",2014-01-10,2023-01-30,"R$ 522.308,00","R$ 0,00","R$ 388.828,00",Concluído,002-001-005-004-003,Other,BRL,522308.0
MINISTÉRIO DE MINAS E ENERGIA,PETROBRAS,910816 - Petróleo Brasileiro S.A.,4600424477,2050.0085464.13.2,,CONVITE,HALLIBURTON SERVICOS LTDA,29504214000187,FORNECIMENTO DE PRODUTOS QUÍMICOS (TBN 151),"Convite, Dec 2745, 3.1, C - Mínimo de 3 fornecedores, do ramo pertinente ao objeto, cadastrados ou não.",2016-02-22,2024-02-21,"R$ 8.010.625,64","R$ 0,00","R$ 140.493,92",Concluído,850-002-003-004-005-080-006-007-008-009,Fluids & Chemicals,BRL,8010625.64
MINISTÉRIO DE MINAS E ENERGIA,PETROBRAS,910816 - Petróleo Brasileiro S.A.,4600424483,2050.0085464.13.2,,CONVITE,HALLIBURTON SERVICOS LTDA,29504214000187,FORNECIMENTO DE PRODUTOS QUÍMICOS (TBN 151),"Convite, Dec 2745, 3.1, C - Mínimo de 3 fornecedores, do ramo pertinente ao objeto, cadastrados ou não.",2016-02-22,2024-02-21,"US$ 11.984.760,43","US$ 0,00","US$ 8.158.533,46",Concluído,003-850-005-006-007-008-080-009,Fluids & Chemicals,USD,11984760.43
MINISTÉRIO DE MINAS E ENERGIA,PETROBRAS,910816 - Petróleo Brasileiro S.A.,4600501376,2050.0085463.13.2,,CONVITE,HALLIBURTON PRODUTOS LTDA.,16328932000106,SERVIÇOS DE ESTIMULAÇÃO DE POÇOS (TBN 151),"Convite, Dec 2745, 3.1, C - Mínimo de 3 fornecedores, do ramo pertinente ao objeto, cadastrados ou não.",2016-02-22,2024-03-10,"R$ 177.134.569,02","R$ 0,00","R$ 114.105,56",Concluído,003-002-001-850-080-008-006-007-005-004-009,Stimulation,BRL,177134569.02
MINISTÉRIO DE MINAS E ENERGIA,PETROBRAS,910816 - Petróleo Brasileiro S.A.,4600501377,2050.0085463.13.2,,CONVITE,HALLIBURTON PRODUTOS LTDA.,16328932000106,SERVIÇOS DE ESTIMULAÇÃO DE POÇOS (TBN 151),"Convite, Dec 2745, 3.1, C - Mínimo de 3 fornecedores, do ramo pertinente ao objeto, cadastrados ou não.",2016-02-22,2024-03-10,"US$ 4.384.178,36","US$ 0,00","US$ 2.006.837,29",Concluído,850-001-003-008-080-004-005-007-006-009,Stimulation,USD,4384178.36
MINISTÉRIO DE MINAS E ENERGIA,PETROBRAS,910816 - Petróleo Brasileiro S.A.,4600558026,5500.0106730.18.2,,INEXIGIBIL,HALLIBURTON PRODUTOS LTDA.,16328932000106,SERVIÇOS DE CAPACIDADE DE INTERPRETAÇÃO GEOLÓGICA E GEOFÍSICA (G&G).,"Inexigibilidade, Dec 2745, 2.3, B - Serviços técnicos de natureza singular (pareceres, assessorias e consultorias téc., treinamento,",2018-04-26,2023-04-23,"R$ 195.342.084,10","R$ 0,00","R$ 2.016.193,60",Concluído,001-002-003-004-005,Stimulation,BRL,195342084.1
MINISTÉRIO DE MINAS E ENERGIA,PETROBRAS,910816 - Petróleo Brasileiro S.A.,4600561982,5100.0107323.18.2,,INEXIGIBIL,HALLIBURTON PRODUTOS LTDA.,16328932000106,PRESTAÇÃO DE SERVIÇOS DE BOMBEIO DE FLUIDOS PARA CIMENTAÇÃO E PARA ISOLAMENTO HIDRÁULICO DE POÇOS DE PETRÓLEO,"Inexigibilidade, Dec 2745, 2.3, CAPUT - Inviabilidade fática ou jurídica de competição.",2018-08-26,2023-01-22,"US$ 8.715.382,67","US$ 0,00","US$ 2.837.380,06",Concluído,001-850-006-008-005-004-003,Pumping / ESP,USD,8715382.67
MINISTÉRIO DE MINAS E ENERGIA,PETROBRAS,910816 - Petróleo Brasileiro S.A.,4600562479,5100.0107323.18.2,,INEXIGIBIL,HALLIBURTON PRODUTOS LTDA.,16328932000106,PRESTAÇÃO DE SERVIÇOS DE BOMBEIO DE FLUIDOS PARA CIMENTAÇÃO E PARA ISOLAMENTO HIDRÁULICO DE POÇOS DE PETRÓLEO,"Inexigibilidade, Dec 2745, 2.3, CAPUT - Inviabilidade fática ou jurídica de competição.",2018-08-26,2023-01-22,"R$ 11.052.739,43","R$ 0,00","R$ 1.755.490,07",Concluído,850-001-004-003-006-005-008,Pumping / ESP,BRL,11052739.43
MINISTÉRIO DE MINAS E ENERGIA,PETROBRAS,910816 - Petróleo Brasileiro S.A.,4600564174,5100.0107324.18.2,,INEXIGIBIL,HALLIBURTON PRODUTOS LTDA.,16328932000106,PRESTAÇÃO DE DE SERVIÇOS DE ENGENHARIA DE CIMENTAÇÃO E ISOLAMENTO HIDRÁULICO DE POÇOS DE PETRÓLEO,"Inexigibilidade, Dec 2745, 2.3, CAPUT - Inviabilidade fática ou jurídica de competição.",2018-08-26,2022-08-24,"US$ 3.163.823,51","US$ 0,00","US$ 42,54",Concluído,001-850-006-008-007-004-005-003-010-011-110,Other,USD,3163823.51
MINISTÉRIO DE MINAS E ENERGIA,PETROBRAS,910816 - Petróleo Brasileiro S.A.,4600564175,5100.0107324.18.2,,INEXIGIBIL,HALLIBURTON PRODUTOS LTDA.,16328932000106,PRESTAÇÃO DE DE SERVIÇOS DE ENGENHARIA DE CIMENTAÇÃO E ISOLAMENTO HIDRÁULICO DE POÇOS DE PETRÓLEO,"Inexigibilidade, Dec 2745, 2.3, CAPUT - Inviabilidade fática ou jurídica de competição.",2018-08-26,2022-08-24,"R$ 162.898.274,60","R$ 0,00","R$ 198.990,99",Concluído,002-001-850-005-004-008-007-003-006-010-011,Other,BRL,162898274.6
MINISTÉRIO DE MINAS E ENERGIA,PETROBRAS,910816 - Petróleo Brasileiro S.A.,4600565113,,,CONVITE,HALLIBURTON PRODUTOS LTDA.,16328932000106,Fornecimento de materiais p/ cimentação,"Convite, Dec 2745, 3.1, C - Mínimo de 3 fornecedores, do ramo pertinente ao objeto, cadastrados ou não.",2018-10-01,2022-09-29,"R$ 5.347.060,76","R$ 0,00","R$ 3.115.426,13",Concluído,001,Stimulation,BRL,5347060.76
MINISTÉRIO DE MINAS E ENERGIA,PETROBRAS,910816 - Petróleo Brasileiro S.A.,4600565485,5325.0106665.18.2,,CONVITE,HALLIBURTON PRODUTOS LTDA.,16328932000106,"SERVIÇOS TÉCNICOS ESPECIALIZADOS DE CIMENTAÇÃO, ESTIMULAÇÃO E OUTROS SERVIÇOS CORRELATOS EM POÇOS TERRESTRES ONDE A PETROBRAS ATUA","Convite, Dec 2745, 3.1, C - Mínimo de 3 fornecedores, do ramo pertinente ao objeto, cadastrados ou não.",2018-06-25,2023-06-23,"R$ 242.757.663,47","R$ 0,00","R$ 16.279.798,82",Concluído,001-002-003-004,Stimulation,BRL,242757663.47
MINISTÉRIO DE MINAS E ENERGIA,PETROBRAS,910816 - Petróleo Brasileiro S.A.,4600568823,5100.0105967.17.2,,CONVITE,HALLIBURTON PRODUTOS LTDA.,16328932000106,SISTEMAS DE COMPLET. INFERIOR HD E SERVIÇOS DE INSTALAÇÃO,"Convite, Dec 2745, 3.1, C - Mínimo de 3 fornecedores, do ramo pertinente ao objeto, cadastrados ou não.",2018-10-09,2022-07-25,"R$ 40.663.747,98","R$ 0,00","R$ 484.874,44",Concluído,001-002-003-004,Other,BRL,40663747.98
MINISTÉRIO DE MINAS E ENERGIA,PETROBRAS,910816 - Petróleo Brasileiro S.A.,4600568832,5100.0105967.17.2,,CONVITE,HALLIBURTON PRODUTOS LTDA.,16328932000106,SISTEMAS DE COMPLET. INFERIOR HD E SERVIÇOS DE INSTALAÇÃO,"Convite, Dec 2745, 3.1, C - Mínimo de 3 fornecedores, do ramo pertinente ao objeto, cadastrados ou não.",2018-10-09,2022-07-25,"R$ 9.279.531,30","R$ 0,00","R$ 31.666,33",Concluído,001-002-003-004,Other,BRL,9279531.3
MINISTÉRIO DE MINAS E ENERGIA,PETROBRAS,910816 - Petróleo Brasileiro S.A.,4600580853,5100.0109223.18.2,,CONVITE,HALLIBURTON PRODUTOS LTDA.,16328932000106,"SERVIÇOS DE ASSISTÊNCIA TÉCNICA, CONDICIONAMENTO E TAMPÃO DE ABANDONO TEMPORÁRIO","Convite, Dec 2745, 3.1, C - Mínimo de 3 fornecedores, do ramo pertinente ao objeto, cadastrados ou não.",2019-05-01,2023-05-19,"R$ 14.737.188,17","R$ 0,00","R$ 3.410.189,18",Concluído,001-003-002-005-004-006-007-008,Other,BRL,14737188.17
MINISTÉRIO DE MINAS E ENERGIA,PETROBRAS,910816 - Petróleo Brasileiro S.A.,4600580854,5100.0109223.18.2,,CONVITE,HALLIBURTON PRODUTOS LTDA.,16328932000106,"SERVIÇOS DE ASSISTÊNCIA TÉCNICA, CONDICIONAMENTO E TAMPÃO DE ABANDONO TEMPORÁRIO","Convite, Dec 2745, 3.1, C - Mínimo de 3 fornecedores, do ramo pertinente ao objeto, cadastrados ou não.",2019-05-01,2023-05-19,"US$ 6.663.622,34","US$ 0,00","US$ 565.352,85",Concluído,001-002-003-005-004-006-007-008,Other,USD,6663622.34
MINISTÉRIO DE MINAS E ENERGIA,PETROBRAS,910816 - Petróleo Brasileiro S.A.,4600581443,5100.0110108.18.2,,CONVITE,HALLIBURTON PRODUTOS LTDA.,16328932000106,"SUPORTE À ANÁLISE DE RISCO EM PROJETOS DE PERFURAÇÃO, COMPLETAÇÃO, WORKOVER E ABANDONO DE POÇOS","Convite, Dec 2745, 3.1, C - Mínimo de 3 fornecedores, do ramo pertinente ao objeto, cadastrados ou não.",2019-03-01,2022-12-30,"R$ 20.105.856,52","R$ 0,00","R$ 476.686,35",Concluído,850-001-002-004-003,Other,BRL,20105856.52
MINISTÉRIO DE MINAS E ENERGIA,PETROBRAS,910816 - Petróleo Brasileiro S.A.,4600581444,5100.0110109.18.2,,CONVITE,HALLIBURTON PRODUTOS LTDA.,16328932000106,"SUPORTE À ANÁLISE DE RISCO EM PROJETOS DE PERFURAÇÃO, COMPLETAÇÃO, WORKOVER E ABANDONO DE POÇOS P/ LIBRA","Convite, Dec 2745, 3.1, C - Mínimo de 3 fornecedores, do ramo pertinente ao objeto, cadastrados ou não.",2019-03-01,2022-05-28,"R$ 1.042.779,24","R$ 0,00","R$ 0,08",Concluído,001-003-002-004,Other,BRL,1042779.24
MINISTÉRIO DE MINAS E ENERGIA,PETROBRAS,910816 - Petróleo Brasileiro S.A.,4600581921,5900.0109848.18.2,,CONVITE,HALLIBURTON PRODUTOS LTDA.,16328932000106,SERVIÇOS PARA CONTENÇÃO DE AREIA A POÇO REVESTIDO - FRAC PACK,"Convite, Dec 2745, 3.1, C - Mínimo de 3 fornecedores, do ramo pertinente ao objeto, cadastrados ou não.",2020-01-02,2023-03-01,"R$ 4.130.340,06","R$ 0,00","R$ 3.671.812,32",Concluído,001-003-006-007,Other,BRL,4130340.06
MINISTÉRIO DE MINAS E ENERGIA,PETROBRAS,910816 - Petróleo Brasileiro S.A.,4600583383,5900.0111057.19.2,,CONVITE,HALLIBURTON PRODUTOS LTDA.,16328932000106,SERVIÇOS DE ARAME (SLICKLINE) EM POÇOS PRODUTORES DE PETRÓLEO E/OU GÁS E POÇOS INJETORES,"Convite, Dec 2745, 3.1, C - Mínimo de 3 fornecedores, do ramo pertinente ao objeto, cadastrados ou não.",2020-01-30,2025-01-27,"R$ 42.445.942,02","R$ 0,00","R$ 24.418.599,76",Concluído,800-001-002-003-004,Other,BRL,42445942.02
MINISTÉRIO DE MINAS E ENERGIA,PETROBRAS,910816 - Petróleo Brasileiro S.A.,4600583487,5900.0110690.19.2,7001989063.0,CONVITE,HALLIBURTON PRODUTOS LTDA.,16328932000106,"SERVIÇOS DE FLUIDOS (ASSISTENCIA TÉCNCIA NO PREPARO, ENQUADRAMENTO MANUTENÇÃO E CONTROLE)","Convite, Dec 2745, 3.1, C - Mínimo de 3 fornecedores, do ramo pertinente ao objeto, cadastrados ou não.",2019-07-14,2022-07-12,"R$ 79.805.223,39","R$ 0,00","R$ 54.670.895,74",Concluído,002-003-004-006-005,Fluids & Chemicals,BRL,79805223.39
MINISTÉRIO DE MINAS E ENERGIA,PETROBRAS,910816 - Petróleo Brasileiro S.A.,4600583488,5900.0110689.19.2,7001989063.0,CONVITE,HALLIBURTON PRODUTOS LTDA.,16328932000106,FORNECIMENTO DE PRODUTOS QUÍMICOS (SERVIÇOS DE FLUIDOS),"Convite, Dec 2745, 3.1, C - Mínimo de 3 fornecedores, do ramo pertinente ao objeto, cadastrados ou não.",2019-07-14,2022-07-12,"R$ 88.850.286,41","R$ 0,00","R$ 54.000.369,43",Concluído,002-008-007-006-005-004-003-009-010-011,Fluids & Chemicals,BRL,88850286.41
MINISTÉRIO DE MINAS E ENERGIA,PETROBRAS,910816 - Petróleo Brasileiro S.A.,4600583489,5900.0110689.19.2,7001989063.0,CONVITE,HALLIBURTON PRODUTOS LTDA.,16328932000106,FORNECIMENTO DE PRODUTOS QUÍMICOS (SERVIÇOS DE FLUIDOS),"Convite, Dec 2745, 3.1, C - Mínimo de 3 fornecedores, do ramo pertinente ao objeto, cadastrados ou não.",2019-07-14,2022-07-12,"R$ 6.031.382,92","R$ 0,00","R$ 5.641.965,90",Concluído,002-008-005-007-006-004-003-009-010-011,Fluids & Chemicals,BRL,6031382.92
MINISTÉRIO DE MINAS E ENERGIA,PETROBRAS,910816 - Petróleo Brasileiro S.A.,4600583490,5900.0110689.19.2,7001989063.0,CONVITE,HALLIBURTON PRODUTOS LTDA.,16328932000106,FORNECIMENTO DE PRODUTOS QUÍMICOS (SERVIÇOS DE FLUIDOS),"Convite, Dec 2745, 3.1, C - Mínimo de 3 fornecedores, do ramo pertinente ao objeto, cadastrados ou não.",2019-07-14,2022-07-12,"R$ 6.833.336,89","R$ 0,00","R$ 6.764.426,62",Concluído,002-003-004-005-006-007-008-009-010-011,Fluids & Chemicals,BRL,6833336.89
MINISTÉRIO DE MINAS E ENERGIA,PETROBRAS,910816 - Petróleo Brasileiro S.A.,4600583491,5900.0110689.19.2,7001989063.0,CONVITE,HALLIBURTON PRODUTOS LTDA.,16328932000106,FORNECIMENTO DE PRODUTOS QUÍMICOS (SERVIÇOS DE FLUIDOS),"Convite, Dec 2745, 3.1, C - Mínimo de 3 fornecedores, do ramo pertinente ao objeto, cadastrados ou não.",2019-07-14,2022-07-12,"R$ 6.360.562,90","R$ 0,00","R$ 6.360.562,90",Concluído,002-008-003-007-004-005-006-009-010-011,Fluids & Chemicals,BRL,6360562.9
MINISTÉRIO DE MINAS E ENERGIA,PETROBRAS,910816 - Petróleo Brasileiro S.A.,4600583492,5900.0110689.19.2,7001989063.0,CONVITE,HALLIBURTON PRODUTOS LTDA.,16328932000106,FORNECIMENTO DE PRODUTOS QUÍMICOS (SERVIÇOS DE FLUIDOS),"Convite, Dec 2745, 3.1, C - Mínimo de 3 fornecedores, do ramo pertinente ao objeto, cadastrados ou não.",2019-07-14,2022-07-12,"R$ 6.123.937,39","R$ 0,00","R$ 6.123.937,39",Concluído,002-008-007-006-005-004-003-009-010-011,Fluids & Chemicals,BRL,6123937.39
MINISTÉRIO DE MINAS E ENERGIA,PETROBRAS,910816 - Petróleo Brasileiro S.A.,4600583493,5900.0110689.19.2,7001989063.0,CONVITE,HALLIBURTON PRODUTOS LTDA.,16328932000106,FORNECIMENTO DE PRODUTOS QUÍMICOS (SERVIÇOS DE FLUIDOS),"Convite, Dec 2745, 3.1, C - Mínimo de 3 fornecedores, do ramo pertinente ao objeto, cadastrados ou não.",2019-07-14,2022-07-12,"R$ 6.093.295,85","R$ 0,00","R$ 6.093.295,85",Concluído,002-003-004-005-006-008-007-009-010-011,Fluids & Chemicals,BRL,6093295.85
MINISTÉRIO DE MINAS E ENERGIA,PETROBRAS,910816 - Petróleo Brasileiro S.A.,4600583494,5900.0110689.19.2,7001989063.0,CONVITE,HALLIBURTON PRODUTOS LTDA.,16328932000106,FORNECIMENTO DE PRODUTOS QUÍMICOS (SERVIÇOS DE FLUIDOS),"Convite, Dec 2745, 3.1, C - Mínimo de 3 fornecedores, do ramo pertinente ao objeto, cadastrados ou não.",2019-07-14,2022-07-12,"R$ 25.490.531,07","R$ 0,00","R$ 9.317.442,51",Concluído,002-003-004-005-006-008-007-009-010-011,Fluids & Chemicals,BRL,25490531.07
MINISTÉRIO DE MINAS E ENERGIA,PETROBRAS,910816 - Petróleo Brasileiro S.A.,4600583495,5900.0110689.19.2,7001989063.0,CONVITE,HALLIBURTON PRODUTOS LTDA.,16328932000106,FORNECIMENTO DE PRODUTOS QUÍMICOS (SERVIÇOS DE FLUIDOS),"Convite, Dec 2745, 3.1, C - Mínimo de 3 fornecedores, do ramo pertinente ao objeto, cadastrados ou não.",2019-07-14,2022-07-12,"R$ 9.610.277,75","R$ 0,00","R$ 6.996.043,91",Concluído,002-004-003-005-007-008-006-009-010-001,Fluids & Chemicals,BRL,9610277.75
MINISTÉRIO DE MINAS E ENERGIA,PETROBRAS,910816 - Petróleo Brasileiro S.A.,4600583497,5900.0110689.19.2,7001989063.0,CONVITE,HALLIBURTON PRODUTOS LTDA.,16328932000106,FORNECIMENTO DE PRODUTOS QUÍMICOS (SERVIÇOS DE FLUIDOS),"Convite, Dec 2745, 3.1, C - Mínimo de 3 fornecedores, do ramo pertinente ao objeto, cadastrados ou não.",2019-07-14,2022-07-12,"US$ 21.234.868,27","US$ 0,00","US$ 2.908.206,59",Concluído,002-008-007-003-006-005-004-009-010-011,Fluids & Chemicals,USD,21234868.27
MINISTÉRIO DE MINAS E ENERGIA,PETROBRAS,910816 - Petróleo Brasileiro S.A.,4600583498,5900.0110689.19.2,7001989063.0,CONVITE,HALLIBURTON PRODUTOS LTDA.,16328932000106,FORNECIMENTO DE PRODUTOS QUÍMICOS (SERVIÇOS DE FLUIDOS),"Convite, Dec 2745, 3.1, C - Mínimo de 3 fornecedores, do ramo pertinente ao objeto, cadastrados ou não.",2019-07-14,2022-07-12,"US$ 962.502,85","US$ 0,00","US$ 754.365,52",Concluído,002-003-004-005-006-007-008-009-010-011,Fluids & Chemicals,USD,962502.85
