Órgão superior,Órgão subordinado,Unidade administrativa,contract_no,Número do ICJ,Número do processo,Enquadramento do Processo,supplier,CNPJ/CPF,object,legal_basis,start,end,contract_value_raw,Saldo bruto do contrato,Saldo inativo,status,Número dos aditivos,service_line,currency,value
MINISTÉRIO DE MINAS E ENERGIA,PETROBRAS,910816 - Petróleo Brasileiro S.A.,4600583503,5900.0110689.19.2,7001989063.0,CONVITE,HALLIBURTON PRODUTOS LTDA.,16328932000106,FORNECIMENTO DE PRODUTOS QUÍMICOS (SERVIÇOS DE FLUIDOS),"Convite, Dec 2745, 3.1, C - Mínimo de 3 fornecedores, do ramo pertinente ao objeto, cadastrados ou não.",2019-07-14,2022-07-12,"US$ 914.623,45","US$ 0,00","US$ 914.623,45",Concluído,002-003-004-005-006-007-008-009-010-011,Fluids & Chemicals,USD,914623.45
MINISTÉRIO DE MINAS E ENERGIA,PETROBRAS,910816 - Petróleo Brasileiro S.A.,4600584635,5100.0111263.19.2,7002302861.0,INEXIGIBIL,HALLIBURTON PRODUTOS LTDA.,16328932000106,SERVIÇOS DE SUPORTE TÉCNICO ESPECIALIZADO PARA CUSTOMIZAÇÃO E UTILIZAÇÃO DOS PRODUTOS SOFTWARES DA HALLIBURTON,"Inexigibilidade, Lei 13.303, Art.30, CAPUT - Inviabilidade de competição",2019-05-30,2024-05-27,"R$ 65.413.976,30","R$ 0,00","R$ 159.741,38",Concluído,850-001-002-004,Other,BRL,65413976.3
MINISTÉRIO DE MINAS E ENERGIA,PETROBRAS,910816 - Petróleo Brasileiro S.A.,4600585792,5100.0111448.19.2,7001823120.0,INEXIGIBIL,HALLIBURTON PRODUTOS LTDA.,16328932000106,SERVIÇOS ESPECIALIZADOS DE DETECÇÃO E DETERMINAÇÃO DO POSICIONAMENTO EM SUBSUPERFÍCIE DE POÇOS,"Inexigibilidade, Dec 2745, 2.3, CAPUT - Inviabilidade fática ou jurídica de competição.",2019-07-10,2024-07-19,"US$ 13.276.678,30","US$ 0,00","US$ 8.517.655,42",Concluído,001-002-004-003-005-999,Other,USD,13276678.3
MINISTÉRIO DE MINAS E ENERGIA,PETROBRAS,910816 - Petróleo Brasileiro S.A.,4600585918,5900.0110689.19.2,7001989063.0,CONVITE,HALLIBURTON PRODUTOS LTDA.,16328932000106,FORNECIMENTO DE PRODUTOS QUÍMICOS (SERVIÇOS DE FLUIDOS),"Convite, Dec 2745, 3.1, C - Mínimo de 3 fornecedores, do ramo pertinente ao objeto, cadastrados ou não.",2019-07-14,2022-07-12,"US$ 794.626,07","US$ 0,00","US$ 794.626,07",Concluído,002-004-005-006-007-008-003-009-010-011,Fluids & Chemicals,USD,794626.07
MINISTÉRIO DE MINAS E ENERGIA,PETROBRAS,910816 - Petróleo Brasileiro S.A.,4600585919,5900.0110689.19.2,7001989063.0,CONVITE,HALLIBURTON PRODUTOS LTDA.,16328932000106,FORNECIMENTO DE PRODUTOS QUÍMICOS (SERVIÇOS DE FLUIDOS),"Convite, Dec 2745, 3.1, C - Mínimo de 3 fornecedores, do ramo pertinente ao objeto, cadastrados ou não.",2019-07-14,2022-07-12,"US$ 766.641,15","US$ 0,00","US$ 766.641,15",Concluído,003-004-005-008-007-006-009-010-011,Fluids & Chemicals,USD,766641.15
MINISTÉRIO DE MINAS E ENERGIA,PETROBRAS,910816 - Petróleo Brasileiro S.A.,4600585920,5900.0110689.19.2,7001989063.0,CONVITE,HALLIBURTON PRODUTOS LTDA.,16328932000106,FORNECIMENTO DE PRODUTOS QUÍMICOS (SERVIÇOS DE FLUIDOS),"Convite, Dec 2745, 3.1, C - Mínimo de 3 fornecedores, do ramo pertinente ao objeto, cadastrados ou não.",2019-07-14,2022-07-12,"US$ 710.758,86","US$ 0,00","US$ 710.758,86",Concluído,002-003-004-005-008-006-007-009-010-011,Fluids & Chemicals,USD,710758.86
MINISTÉRIO DE MINAS E ENERGIA,PETROBRAS,910816 - Petróleo Brasileiro S.A.,4600585921,5900.0110689.19.2,7001989063.0,CONVITE,HALLIBURTON PRODUTOS LTDA.,16328932000106,FORNECIMENTO DE PRODUTOS QUÍMICOS (SERVIÇOS DE FLUIDOS),"Convite, Dec 2745, 3.1, C - Mínimo de 3 fornecedores, do ramo pertinente ao objeto, cadastrados ou não.",2019-07-14,2022-07-12,"US$ 3.739.651,54","US$ 0,00","US$ 1.967.717,29",Concluído,002-005-008-006-007-004-003-009-010-011,Fluids & Chemicals,USD,3739651.54
MINISTÉRIO DE MINAS E ENERGIA,PETROBRAS,910816 - Petróleo Brasileiro S.A.,4600585922,5900.0110689.19.2,7001989063.0,CONVITE,HALLIBURTON PRODUTOS LTDA.,16328932000106,FORNECIMENTO DE PRODUTOS QUÍMICOS (SERVIÇOS DE FLUIDOS),"Convite, Dec 2745, 3.1, C - Mínimo de 3 fornecedores, do ramo pertinente ao objeto, cadastrados ou não.",2019-07-14,2022-07-12,"US$ 2.977.602,76","US$ 0,00","US$ 1.827.681,11",Concluído,002-005-006-007-008-004-003-009-010-011,Fluids & Chemicals,USD,2977602.76
MINISTÉRIO DE MINAS E ENERGIA,PETROBRAS,910816 - Petróleo Brasileiro S.A.,4600591275,5900.0110957.19.2,,INAPLICAV,HALLIBURTON ENERGY SERVICES INC.,EXTERNO,SISTEMA ALTERNATIVO DE REMOÇÃO DE ROCHAS,"Inaplicável, Dec 2745, 10.1 - Complemento ao regulamento por ato interno da Diretoria Executiva.",2019-09-16,2023-03-13,"US$ 5.232.139,48","US$ 0,00","US$ 0,00",Concluído,001,Other,USD,5232139.48
MINISTÉRIO DE MINAS E ENERGIA,PETROBRAS,910816 - Petróleo Brasileiro S.A.,4600594219,5900.0111829.19.2,7002243614.0,LICITAÇÃO,HALLIBURTON PRODUTOS LTDA.,16328932000106,SERVIÇOS TÉCNICOS ESPECIALIZADOS E OPERAÇÃO DE EQUIPAMENTOS REFERENTES A SISTEMAS DE PERFURAÇÃO CONVENCIONAL,"Licitação, Lei 13.303, Art. 28, CAPUT",2019-11-01,2023-05-23,"R$ 42.640.749,59","R$ 0,00","R$ 20.727.281,77",Concluído,001-002-003-004,Other,BRL,42640749.59
MINISTÉRIO DE MINAS E ENERGIA,PETROBRAS,910816 - Petróleo Brasileiro S.A.,4600599712,5900.0113460.19.2,7002562519.0,LICITAÇÃO,HALLIBURTON PRODUTOS LTDA.,16328932000106,"PERFILAGEM A POÇO ABERTO E REVESTIDO, CANHONEIO E CORRELATOS EM POÇOS DE PETRÓLEO, UTILIZANDO TECNOLOGIA CONVENCIONAL","Licitação, Lei 13.303, Art. 28, CAPUT",2019-12-02,2024-11-09,"R$ 216.383.687,15","R$ 0,00","R$ 21.115.081,01",Concluído,800-002-001-006-853-854-005-003-004,Other,BRL,216383687.15
MINISTÉRIO DE MINAS E ENERGIA,PETROBRAS,910816 - Petróleo Brasileiro S.A.,4600602732,5900.0114092.20.2,7002851436.0,LICITAÇÃO,HALLIBURTON PRODUTOS LTDA.,16328932000106,SERVIÇOS DE MPD (MANAGED PRESSURE DRILLING) GERENCIAMENTO DE PRESSÕES DE POÇOS NA SUPERFÍCIE,"Licitação, Lei 13.303, Art. 28, CAPUT",2020-02-23,2022-08-15,"R$ 57.132.574,07","R$ 0,00","R$ 5.460.074,04",Concluído,001-004-850-002-005,Other,BRL,57132574.07
MINISTÉRIO DE MINAS E ENERGIA,PETROBRAS,910816 - Petróleo Brasileiro S.A.,4600606112,5900.0113460.19.2,7002562519.0,LICITAÇÃO,HALLIBURTON PRODUTOS LTDA.,16328932000106,"PERFILAGEM A POÇO ABERTO E REVESTIDO, CANHONEIO E CORRELATOS EM POÇOS DE PETRÓLEO, UTILIZANDO TECNOLOGIA CONVENCIONAL","Licitação, Lei 13.303, Art. 28, CAPUT",2019-12-02,2024-11-09,"R$ 8.852.168,80","R$ 0,00","R$ 4.121.230,39",Concluído,001-002-003-004-005-006-950,Other,BRL,8852168.8
MINISTÉRIO DE MINAS E ENERGIA,PETROBRAS,910816 - Petróleo Brasileiro S.A.,4600607313,5900.0114187.20.2,7002641396.0,INEXIGIBIL,HALLIBURTON PRODUTOS LTDA.,16328932000106,"SUPORTE TÉCNICO ESPECIALIZADO NO USO DE TECNOLOGIAS E SISTEMAS DE INTERPRETAÇÃO GEOLÓGICA, GEOFÍSICA E DE ENGENHARIA DE RESERVATÓRIO","Inexigibilidade, Lei 13.303, Art.30, CAPUT - Inviabilidade de competição",2020-02-14,2025-02-10,"R$ 33.172.052,45","R$ 0,00","R$ 6.316.996,13",Concluído,001-002-003,Other,BRL,33172052.45
MINISTÉRIO DE MINAS E ENERGIA,PETROBRAS,910816 - Petróleo Brasileiro S.A.,4600612257,5900.0115011.20.2,7002852197.0,LICITAÇÃO,HALLIBURTON PRODUTOS LTDA.,16328932000106,"SERV.TÉC.ESP.BOMB.PRESSUR.DE FLUÍDOS DIVERSOS, ATRAVÉS DE EQUIP. DOSADORES.","Licitação, Lei 13.303, Art. 28, CAPUT",2020-05-29,2022-05-28,"R$ 41.118.493,50","R$ 0,00","R$ 12.406.752,67",Concluído,001-002-003-004,Other,BRL,41118493.5
MINISTÉRIO DE MINAS E ENERGIA,PETROBRAS,910816 - Petróleo Brasileiro S.A.,4600614724,5900.0115206.20.2,7003037062.0,INEXIGIBIL,HALLIBURTON PRODUTOS LTDA.,16328932000106,"SERVIÇOS DE DESENVOLVIMENTO, SUPORTE E PROGRAMAÇÃO DE SOLUÇÕES WEB COM USO DA PLATAFORMA DECISION SPACE INTEGRATING SERVER (DSIS) PA","Inexigibilidade, Lei 13.303, Art.30, CAPUT - Inviabilidade de competição",2020-06-30,2024-10-26,"R$ 9.681.903,94","R$ 0,00","R$ 105.786,12",Concluído,001-002-003-005-004,R&D / Innovation,BRL,9681903.94
MINISTÉRIO DE MINAS E ENERGIA,PETROBRAS,910816 - Petróleo Brasileiro S.A.,4600624529,5900.0116014.20.2,7003124789.0,LICITAÇÃO,HALLIBURTON PRODUTOS LTDA.,16328932000106,SERVIÇOS DE SUPORTE À OPERAÇÃO DE CONSTRUÇÃO E MANUTENÇÃO DE POÇOS,"Licitação, Lei 13.303, Art. 28, CAPUT",2020-09-03,2023-12-11,"R$ 7.974.490,80","R$ 0,00","R$ 0,00",Concluído,001-002-003,Other,BRL,7974490.8
MINISTÉRIO DE MINAS E ENERGIA,PETROBRAS,910816 - Petróleo Brasileiro S.A.,4600633315,5900.0116149.20.2,,,HALLIBURTON PRODUTOS LTDA.,16328932000106,SERVIÇO INTEGRADO DE CONSTRUÇÃO DE POÇO,Contratações por Processo Competitivo (Subsidiárias do exterior),2020-11-12,2023-04-30,"US$ 83.984.931,49","US$ 0,00","US$ 38.682.765,12",Concluído,001-002-099-005-004,Other,USD,83984931.49
MINISTÉRIO DE MINAS E ENERGIA,PETROBRAS,910816 - Petróleo Brasileiro S.A.,4600633534,5900.0116149.20.2,,,HALLIBURTON PRODUTOS LTDA.,16328932000106,SERVIÇO INTEGRADO DE CONSTRUÇÃO DE POÇO,Contratações por Processo Competitivo (Subsidiárias do exterior),2020-11-12,2023-04-30,"R$ 331.454.818,37","R$ 0,00","R$ 167.854.407,21",Concluído,001-002-099-004-005,Other,BRL,331454818.37
MINISTÉRIO DE MINAS E ENERGIA,PETROBRAS,910816 - Petróleo Brasileiro S.A.,4600637550,,7003187056.0,LICITAÇÃO,HALLIBURTON PRODUTOS LTDA.,16328932000106,"Cloreto de cálcio, baritina, bentonita e calcário","Licitação, Lei 13.303, Art. 28, CAPUT",2021-03-04,2022-07-31,"R$ 33.444.113,06","R$ 0,00","R$ 21.246.847,30",Concluído,,Fluids & Chemicals,BRL,33444113.06
MINISTÉRIO DE MINAS E ENERGIA,PETROBRAS,910816 - Petróleo Brasileiro S.A.,4600638022,,7003140429.0,INEXIGIBIL,HALLIBURTON PRODUTOS LTDA.,16328932000106,SISTEMAS DE DESCONEXÃO DE FUNDO DE POÇO,"Inexigibilidade, Lei 13.303, Art.30, Inciso I - Aquisição de materiais, equip, gêneros com fornecedor exclusivo",2021-02-11,2023-02-10,"US$ 24.304.738,17","US$ 0,00","US$ 218.507,51",Concluído,,Other,USD,24304738.17
MINISTÉRIO DE MINAS E ENERGIA,PETROBRAS,910816 - Petróleo Brasileiro S.A.,4600640512,5900.0116853.20.2,7002949716.0,LICITAÇÃO,HALLIBURTON PRODUTOS LTDA.,16328932000106,"SERVIÇOS DE FLEXITUBO, ARRANJO DE SUPERFÍCIE, UNIDADE DE NITROGÊNIO, UNIDADE DE BOMBEIO E ESTIMULAÇÃO","Licitação, Lei 13.303, Art. 28, CAPUT",2021-02-26,2025-06-21,"R$ 313.418.002,56","R$ 0,00","R$ 2.683.352,99",Concluído,001-002-006-003-004-005,Pumping / ESP,BRL,313418002.56
MINISTÉRIO DE MINAS E ENERGIA,PETROBRAS,910816 - Petróleo Brasileiro S.A.,4600640513,5900.0116853.20.2,7002949716.0,LICITAÇÃO,HALLIBURTON PRODUTOS LTDA.,16328932000106,"SERVIÇOS DE FLEXITUBO, ARRANJO DE SUPERFÍCIE, UNIDADE DE NITROGÊNIO, UNIDADE DE BOMBEIO E ESTIMULAÇÃO","Licitação, Lei 13.303, Art. 28, CAPUT",2021-02-26,2025-06-21,"US$ 36.919.187,42","US$ 0,00","US$ 1.353.678,79",Concluído,001-002-003-004-005-006,Pumping / ESP,USD,36919187.42
MINISTÉRIO DE MINAS E ENERGIA,PETROBRAS,910816 - Petróleo Brasileiro S.A.,4600640917,5900.0116856.20.2,7002949716.0,LICITAÇÃO,HALLIBURTON PRODUTOS LTDA.,16328932000106,SERVIÇOS DE INTERVENÇÃO EM POÇOS DE PETRÓLEO MEDIANTE A UTILIZAÇÃO DE UNIDADES GERADORAS DE NITROGÊNIO (UGN) E CRIOGÊNICAS OU DE NIT,"Licitação, Lei 13.303, Art. 28, CAPUT",2021-02-23,2025-08-15,"R$ 224.122.558,84","R$ 0,00","R$ 292.951,62",Concluído,001-002-003,Other,BRL,224122558.84
MINISTÉRIO DE MINAS E ENERGIA,PETROBRAS,910816 - Petróleo Brasileiro S.A.,4600640918,5900.0116856.20.2,7002949716.0,LICITAÇÃO,HALLIBURTON PRODUTOS LTDA.,16328932000106,SERVIÇOS DE INTERVENÇÃO EM POÇOS DE PETRÓLEO MEDIANTE A UTILIZAÇÃO DE UNIDADES GERADORAS DE NITROGÊNIO (UGN) E CRIOGÊNICAS OU DE NIT,"Licitação, Lei 13.303, Art. 28, CAPUT",2021-02-23,2025-08-15,"US$ 24.818.664,52","US$ 0,00","US$ 938.400,24",Concluído,001-002-003,Other,USD,24818664.52
MINISTÉRIO DE MINAS E ENERGIA,PETROBRAS,910816 - Petróleo Brasileiro S.A.,4600640919,5900.0116857.20.2,7002949716.0,LICITAÇÃO,HALLIBURTON PRODUTOS LTDA.,16328932000106,BOMBEIO,"Licitação, Lei 13.303, Art. 28, CAPUT",2021-03-01,2027-05-23,"R$ 226.027.131,10","R$ 91.466.946,50","R$ 0,00",Ativo,001-002-003-004-005-006-007,Pumping / ESP,BRL,226027131.1
MINISTÉRIO DE MINAS E ENERGIA,PETROBRAS,910816 - Petróleo Brasileiro S.A.,4600640920,5900.0116857.20.2,7002949716.0,LICITAÇÃO,HALLIBURTON PRODUTOS LTDA.,16328932000106,BOMBEIO,"Licitação, Lei 13.303, Art. 28, CAPUT",2021-03-01,2027-05-23,"US$ 20.804.324,08","US$ 8.432.456,62","US$ 0,00",Ativo,001-002-003-004-005-006-007,Pumping / ESP,USD,20804324.08
MINISTÉRIO DE MINAS E ENERGIA,PETROBRAS,910816 - Petróleo Brasileiro S.A.,4600644612,,7003221608.0,LICITAÇÃO,HALLIBURTON ENERGY SERVICES INC.,EXTERNO,Contratação de Bens Materiais e Serviços para Sistema de Contenção deAreia e Revestimento Simultâneo,"Licitação, Lei 13.303, Art. 28, CAPUT",2021-05-07,2024-05-05,"US$ 12.684.219,38","US$ 0,00","US$ 1.767.201,80",Concluído,001,Other,USD,12684219.38
MINISTÉRIO DE MINAS E ENERGIA,PETROBRAS,910816 - Petróleo Brasileiro S.A.,4600645410,,7003024762.0,LICITAÇÃO,HALLIBURTON FAR EAST PTE LTD.,EXTERNO,Sistemas de Completação Inteligente Hidráulico Direto e Sistemas deCompletação Inferior Seletiva - Lote B.,"Licitação, Lei 13.303, Art. 28, CAPUT",2021-05-10,2024-05-08,"US$ 12.799.462,94","US$ 0,00","US$ 12.799.462,94",Cancelado,,Smart Completions,USD,12799462.94
MINISTÉRIO DE MINAS E ENERGIA,PETROBRAS,910816 - Petróleo Brasileiro S.A.,4600647711,5900.0117926.21.2,7003221608.0,LICITAÇÃO,HALLIBURTON PRODUTOS LTDA.,16328932000106,SERVIÇOS PARA SISTEMA DE CONTENÇÃO DE AREIA E REVESTIMENTO SIMULTÂNEOS - SCARS,"Licitação, Lei 13.303, Art. 28, CAPUT",2021-05-07,2026-04-05,"R$ 8.540.917,76","R$ 1.286.176,24","R$ 0,00",Ativo,001-002,Other,BRL,8540917.76
MINISTÉRIO DE MINAS E ENERGIA,PETROBRAS,910816 - Petróleo Brasileiro S.A.,4600648911,,7003154647.0,LICITAÇÃO,HALLIBURTON ENERGY SERVICES INC.,EXTERNO,Fornecimento pela CONTRATADA de Válvulas de Segurança de Subsuperfície eAcessórios - Lote A,"Licitação, Lei 13.303, Art. 28, CAPUT",2021-07-02,2024-10-13,"US$ 26.305.461,27","US$ 0,00","US$ 1.783.848,91",Concluído,001-004,DHSV / Safety Valve,USD,26305461.27
MINISTÉRIO DE MINAS E ENERGIA,PETROBRAS,910816 - Petróleo Brasileiro S.A.,4600649011,,7003024762.0,LICITAÇÃO,HALLIBURTON FAR EAST PTE LTD.,EXTERNO,Fornecimento pela CONTRATADA de Sistemas de Completação InteligenteHidráulico Direto e Sistemas de Completação Inferior Seletiva - Lote A,"Licitação, Lei 13.303, Art. 28, CAPUT",2021-05-24,2024-06-26,"US$ 103.750.537,01","US$ 0,00","US$ 1.504.638,61",Concluído,001-998-005-004,Smart Completions,USD,103750537.01
MINISTÉRIO DE MINAS E ENERGIA,PETROBRAS,910816 - Petróleo Brasileiro S.A.,4600649036,,7003317970.0,INEXIGIBIL,HALLIBURTON FAR EAST PTE LTD.,EXTERNO,Válvulas de Segurança de Subsuperfície -DHSV,"Inexigibilidade, Lei 13.303, Art.30, Inciso I - Aquisição de materiais, equip, gêneros com fornecedor exclusivo",2021-07-12,2024-10-23,"US$ 6.578.577,55","US$ 0,00","US$ 345,12",Concluído,,DHSV / Safety Valve,USD,6578577.55
MINISTÉRIO DE MINAS E ENERGIA,PETROBRAS,910816 - Petróleo Brasileiro S.A.,4600652610,5900.0118408.21.2,7003317970.0,INEXIGIBIL,HALLIBURTON PRODUTOS LTDA.,16328932000106,SERVIÇOS DE INSTALAÇÃO E DESINSTALAÇÃO DE VÁLVULA DE SUBSUPERFÍCIE - DHSV,"Inexigibilidade, Lei 13.303, Art.30, CAPUT - Inviabilidade de competição",2021-07-12,2025-09-30,"R$ 4.042.600,44","R$ 0,00","R$ 1.525,45",Concluído,001-002-003-998,DHSV / Safety Valve,BRL,4042600.44
MINISTÉRIO DE MINAS E ENERGIA,PETROBRAS,910816 - Petróleo Brasileiro S.A.,4600653223,,7003241535.0,LICITAÇÃO,HALLIBURTON FAR EAST PTE LTD.,EXTERNO,"Fornecimento pela CONTRATADA de SISTEMAS DE COMPLETAÇÃO INTELIGENTE,COMPLETAÇÃO INFERIOR SELETIVA E NIPPLES e DHSV e LINHAS DE CONTROLE.","Licitação, Lei 13.303, Art. 28, CAPUT",2021-08-04,2024-03-25,"US$ 73.030.737,14","US$ 0,00","US$ 15.968.940,93",Concluído,001,DHSV / Safety Valve,USD,73030737.14
MINISTÉRIO DE MINAS E ENERGIA,PETROBRAS,910816 - Petróleo Brasileiro S.A.,4600653514,5900.0118684.21.2,7003219773.0,LICITAÇÃO,HALLIBURTON PRODUTOS LTDA.,16328932000106,SERVIÇOS DE CONTRAPRESSÃO COM TECNOLOGIA MPD,"Licitação, Lei 13.303, Art. 28, CAPUT",2021-07-14,2025-03-24,"R$ 29.904.075,53","R$ 0,00","R$ 10.238.194,09",Concluído,001-003-002,Other,BRL,29904075.53
MINISTÉRIO DE MINAS E ENERGIA,PETROBRAS,910816 - Petróleo Brasileiro S.A.,4600653515,5900.0118684.21.2,7003219773.0,LICITAÇÃO,HALLIBURTON PRODUTOS LTDA.,16328932000106,SERVIÇOS DE CONTRAPRESSÃO COM TECNOLOGIA MPD,"Licitação, Lei 13.303, Art. 28, CAPUT",2021-07-14,2025-03-24,"US$ 8.153.094,95","US$ 0,00","US$ 1.696.516,64",Concluído,001-002-003,Other,USD,8153094.95
MINISTÉRIO DE MINAS E ENERGIA,PETROBRAS,910816 - Petróleo Brasileiro S.A.,4600653714,5900.0118353.21.2,7003154647.0,LICITAÇÃO,HALLIBURTON PRODUTOS LTDA.,16328932000106,SERVIÇOS DE INSTALAÇÃO E DESINSTALAÇÃO DE VÁLVULA DE SEGURANÇA (DSHV) - LOTE A,"Licitação, Lei 13.303, Art. 28, CAPUT",2021-07-02,2026-04-06,"R$ 6.175.712,16","R$ 129.119,59","R$ 0,00",Ativo,001-002-003-004-999-005-998,DHSV / Safety Valve,BRL,6175712.16
MINISTÉRIO DE MINAS E ENERGIA,PETROBRAS,910816 - Petróleo Brasileiro S.A.,4600654919,5900.0116890.20.2,7002853239.0,INEXIGIBIL,HALLIBURTON PRODUTOS LTDA.,16328932000106,SERVIÇOS DE ESTIMULAÇÃO,"Inexigibilidade, Lei 13.303, Art.30, CAPUT - Inviabilidade de competição",2020-12-11,2024-09-05,"R$ 67.949.409,24","R$ 0,00","R$ 27.812.757,38",Concluído,001,Stimulation,BRL,67949409.24
MINISTÉRIO DE MINAS E ENERGIA,PETROBRAS,910816 - Petróleo Brasileiro S.A.,4600654920,5900.0116890.20.2,7002853239.0,INEXIGIBIL,HALLIBURTON PRODUTOS LTDA.,16328932000106,SERVIÇOS DE ESTIMULAÇÃO,"Inexigibilidade, Lei 13.303, Art.30, CAPUT - Inviabilidade de competição",2020-12-11,2024-09-05,"R$ 94.081.585,00","R$ 0,00","R$ 81.983.517,51",Concluído,001,Stimulation,BRL,94081585.0
MINISTÉRIO DE MINAS E ENERGIA,PETROBRAS,910816 - Petróleo Brasileiro S.A.,4600654921,5900.0116890.20.2,7002853239.0,INEXIGIBIL,HALLIBURTON PRODUTOS LTDA.,16328932000106,SERVIÇOS DE ESTIMULAÇÃO,"Inexigibilidade, Lei 13.303, Art.30, CAPUT - Inviabilidade de competição",2020-12-11,2024-09-05,"US$ 20.854.254,00","US$ 0,00","US$ 17.482.120,90",Concluído,001,Stimulation,USD,20854254.0
MINISTÉRIO DE MINAS E ENERGIA,PETROBRAS,910816 - Petróleo Brasileiro S.A.,4600654936,5900.0118372.21.2,7003241535.0,INEXIGIBIL,HALLIBURTON PRODUTOS LTDA.,16328932000106,SERVIÇOS DE CONSTRUÇÃO DE POÇOS MARÍTIMOS,"Inexigibilidade, Lei 13.303, Art.30, CAPUT - Inviabilidade de competição",2021-07-22,2024-04-06,"R$ 258.980.894,37","R$ 0,00","R$ 114.375.827,33",Concluído,950-001,Well Construction,BRL,258980894.37
